 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_shares, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
731,9,1248,0.490049751,0.999999999,0.731638417,11,0,1,0,4.617788462,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025003564,0.28730114,0.40082932,0.261863749,0.025002227,0.482059813,0.102350146,0.038461538,0.020833333,0.648648649,0.351351351,0.404480069,0.1,1,-0.415064103,-1,-0.1,0,0,0.5,0,2200
731,10,187,0.666666663,0.999999991,0.799999993,7,0,1,0,4.657754011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02862788,0.028572877,0.028595689,0.028715367,0.885488188,0.477164502,0.15,0.026737968,0.010695187,0.714285714,0.285714286,0.435,0.2,0.7,-0.2625,-0.4,-0.125,0,0,0.5,0,1900
731,9,274,0.6091954,0.999999994,0.707602335,18,2,11,0,4.233576642,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,16200,13450,1,0,0,0,0,0,0,0,0.150492535,0.025933599,0.025187709,0.304298398,0.494087759,0.534950029,0.100727513,0.051094891,0.02919708,0.636363636,0.363636364,0.375510204,0.2,0.7,-0.310416667,-0.6,-0.05,1,-1,0.5,1,823
731,9,285,0.744186044,0.999999995,0.84153005,4,2,0,21,4.343859649,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,22800,11785,1,0,0,0,0,0,0,0,0.03338623,0.033426586,0.033351578,0.866498538,0.033337068,0.50974359,-0.053084936,0.028070175,0.052631579,0.347826087,0.652173913,0.4575,0.16,1,-0.337888889,-0.7,-0.1,1,-1,0.5,1,10000
731,8,259,0.562753034,0.999999994,0.644444441,19,3,9,0,5.023166023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,4800,1,0,0,0,0,0,0,0,0.028780067,0.028814085,0.028574334,0.885144108,0.028687406,0.295175128,0.057299292,0.015444015,0.011583012,0.571428571,0.428571429,0.249090909,0.136363636,0.5,-0.138690476,-0.1875,-0.05,0.75,0.55,0.25,0.55,761
731,12,682,0.459541984,0.999999997,0.634961438,10,0,1,0,4.620234604,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.033333876,0.033333675,0.866662607,0.033335017,0.033334825,0.473285048,0.062226662,0.049853372,0.039589443,0.557377049,0.442622951,0.34307041,0.05,0.6,-0.220149912,-0.6,-0.05,0.75,-0.25,0.25,0.25,1600
731,8,1118,0.512396694,0.999999999,0.709770114,26,18,12,1,4.703935599,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,14000,3904.625,1,0,0,0,0,0,0,0,0.040080506,0.04014438,0.040027647,0.839741884,0.040005583,0.57962963,0.056378601,0.041144902,0.025939177,0.613333333,0.386666667,0.504528986,0.1,1,-0.401436782,-1,-0.05,0.566666667,-0.1,0.066666667,0.1,13600
731,8,397,0.624678662,0.999999996,0.805668013,11,0,1,0,5.445843829,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.866666195,0.033333489,0.03333353,0.033333369,0.033333417,0.374313754,0.212487702,0.065491184,0.010075567,0.866666667,0.133333333,0.381847319,0.033333333,1,-0.144642857,-0.2,-0.1,0,0,0.5,0,3100
731,11,103,0.689320382,0.999999984,0.8064516,3,1,1,0,4.844660194,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,5000,1,0,0,0,0,0,0,0,0.437373579,0.200363493,0.033456789,0.033403472,0.295402666,0.423611111,0.118055556,0.029126214,0.009708738,0.75,0.25,0.277777778,0.033333333,0.5,-0.125,-0.125,-0.125,0.857142857,-0.714285714,0.357142857,0.714285714,5700
731,8,1207,0.410579345,0.999999999,0.548969071,24,24,42,0,4.716652858,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,2829.541667,1,0,0,0,0,0,0,0,0.025000582,0.025163367,0.025000551,0.025000235,0.899835265,0.539251643,0.288259179,0.069594035,0.011599006,0.857142857,0.142857143,0.426568491,0.1,1,-0.226785714,-0.5,-0.05,0.5,0,0,0,17100
731,13,1248,0.390637611,0.999999999,0.523388116,21,19,20,0,4.686698718,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.020068747,0.020004525,0.020018508,0.020008425,0.919899795,0.506535132,0.290440393,0.068108974,0.011217949,0.858585859,0.141414141,0.408244716,0.1,1,-0.206547619,-0.5,-0.05,0,0,0.5,0,2800
731,9,391,0.510256409,0.999999996,0.649999997,9,2,1,1,5.296675192,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,704,704,704,1,0,0,0,0,0,0,0,0.028774389,0.028577206,0.680662392,0.028573875,0.233412138,0.284210526,0.033333333,0.017902813,0.00511509,0.777777778,0.222222222,0.15,0.05,0.35,-0.108333333,-0.166666667,-0.05,0,0,0.5,0,598
731,11,1154,0.427304964,0.999999999,0.572815533,20,20,20,0,4.629982669,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.311931164,0.232677833,0.02857502,0.028574292,0.398241691,0.533657622,0.268667865,0.074523397,0.016464471,0.819047619,0.180952381,0.416342998,0.1,1,-0.230263158,-0.5,-0.05,0,0,0.5,0,445
731,11,125,0.674796742,0.999999987,0.797468344,1,1,1,0,4.824,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16100,16100,16100,1,0,0,0,0,0,0,0,0.033333533,0.033335451,0.69998514,0.200010579,0.033335296,0.396401515,0.210795455,0.048,0,1,0,0.281060606,0.1,0.6,0,0,0,0.45,0.4,0.05,0.4,1500
731,13,244,0.559999998,0.999999993,0.680272104,3,2,1,0,4.422131148,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2800,2800,2800,1,0,0,0,0,0,0,0,0.300293733,0.050000976,0.050001026,0.050000176,0.549704089,0.331639929,-0.092305407,0.016393443,0.024590164,0.4,0.6,0.292424242,0.136363636,0.433333333,-0.456481481,-1,-0.125,0.7,-0.4,0.2,0.4,852
731,8,266,0.572580643,0.999999993,0.72108843,5,2,1,0,4.259398496,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,924,924,924,1,0,0,0,0,0,0,0,0.020006297,0.367327915,0.020190861,0.020003927,0.572470999,0.313095238,0.048701299,0.011278195,0.011278195,0.5,0.5,0.295238095,0.25,0.35,-0.116666667,-0.2,-0.05,0.9,0.4,0.4,0.4,783
731,8,331,0.56269113,0.999999995,0.724489792,5,3,1,0,4.782477341,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500,2500,2500,1,0,0,0,0,0,0,0,0.022243456,0.022587197,0.133363343,0.132968812,0.688837193,0.560695733,0.295414348,0.060422961,0.009063444,0.869565217,0.130434783,0.556558442,0.1,1,-0.263888889,-0.5,-0.125,0,0,0.5,0,1500
731,12,1225,0.385451505,0.999999999,0.508519003,22,22,28,0,4.635918367,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3035.65,1,0,0,0,0,0,0,0,0.022274944,0.362350365,0.022224763,0.022349204,0.570800725,0.480777661,0.242447155,0.064489796,0.016326531,0.797979798,0.202020202,0.417415201,0.05,1,-0.202291667,-0.5,-0.05,0.5,0.5,0,0.5,1800
731,10,243,0.619246859,0.999999992,0.824427475,1,1,0,0,4.382716049,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.020040899,0.02003078,0.020014702,0.020008404,0.919905214,0.517984307,0.155603355,0.049382716,0.020576132,0.705882353,0.294117647,0.333297258,0.136363636,0.6,-0.1775,-0.3125,-0.125,0,0,0.5,0,462
731,11,723,0.490934448,0.999999998,0.642241378,18,1,1,0,5.228215768,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.866656685,0.033337208,0.033335483,0.033335664,0.03333496,0.375048678,0.182696038,0.06362379,0.008298755,0.884615385,0.115384615,0.340572181,0.033333333,1,-0.213888889,-0.6,-0.1,0.5,0.5,0,0.5,425
731,8,708,0.48221906,0.999999998,0.68811881,8,3,1,1,4.620056497,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6100,6100,6100,1,0,0,0,0,0,0,0,0.744048577,0.169323996,0.028571732,0.02948359,0.028572105,0.491427884,0.138938707,0.055084746,0.015536723,0.78,0.22,0.291941392,0.1,1,-0.244444444,-0.5,-0.05,0,0,0.5,0,3200
731,10,633,0.476038338,0.999999998,0.579572445,2,2,19,0,4.985781991,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028645181,0.200299617,0.028574801,0.028749823,0.713730578,0.531972337,0.180076022,0.05371248,0.011058452,0.829268293,0.170731707,0.29803285,0.1,0.6,-0.341666667,-0.8,-0.1,0,0,0.5,0,3900
731,14,290,0.611510789,0.999999994,0.761904757,0,0,14,0,4.068965517,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.022244801,0.306856236,0.022231033,0.022224163,0.626443767,0.57190673,0.318121802,0.062068966,0.010344828,0.857142857,0.142857143,0.438908129,0.136363636,1,-0.177777778,-0.4,-0.008333333,0,0,0.5,0,480
731,10,597,0.531732418,0.999999997,0.704109587,5,0,1,0,4.343383585,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.033338584,0.183534077,0.269926034,0.47962892,0.033572385,0.467187049,0.242947781,0.043551089,0.005025126,0.896551724,0.103448276,0.419438894,0.05,1,-0.229166667,-0.4,-0.1,1,1,0.5,1,573
731,8,204,0.586206894,0.999999992,0.698412693,7,2,1,0,4.671568627,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.211469546,0.025507364,0.025141168,0.025080734,0.712801188,0.651940457,0.316985646,0.073529412,0.004901961,0.9375,0.0625,0.422181818,0.1,1,-0.4,-0.4,-0.4,0,0,0.5,0,3600
731,11,315,0.55128205,0.999999994,0.702247187,4,4,1,0,4.380952381,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,6200,6200,1,0,0,0,0,0,0,0,0.020087068,0.020631283,0.020516734,0.120752883,0.818012032,0.553519571,0.176594066,0.034920635,0.012698413,0.733333333,0.266666667,0.400550964,0.136363636,0.5,-0.320138889,-0.5,-0.125,0.55,0.35,0.05,0.35,343
731,10,1244,0.41754671,0.999999999,0.562579013,27,22,20,0,4.752411576,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,18200,3713.136364,1,0,0,0,0,0,0,0,0.020007914,0.114984074,0.020003875,0.020002091,0.825002045,0.511652568,0.276975456,0.067524116,0.015273312,0.815533981,0.184466019,0.421472119,0.033333333,1,-0.230263158,-0.6,-0.05,1,-0.6,0.5,0.6,7700
731,8,257,0.568093383,0.999999994,0.670967738,9,7,0,1,4.638132296,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1300,2500,1775,1,0,0,0,0,0,0,0,0.439230426,0.022461456,0.022384375,0.023341913,0.492581831,0.4,0.007407407,0.031128405,0.027237354,0.533333333,0.466666667,0.360416667,0.033333333,0.6,-0.392857143,-0.5,-0.125,0.666666667,-0.5,0.166666667,0.5,2600
731,11,799,0.504391467,0.999999998,0.738041001,8,6,1,0,4.695869837,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,2600,972.4,1,0,0,0,0,0,0,0,0.033335242,0.03349789,0.866461302,0.033334378,0.033371189,0.42003367,0.12288961,0.037546934,0.020025031,0.652173913,0.347826087,0.39452381,0.1,0.7,-0.2328125,-0.6,-0.05,0,0,0.5,0,504
731,14,194,0.764705878,0.999999992,0.840336127,4,4,0,1,4.520618557,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,6300,6300,1,0,0,0,0,0,0,0,0.033402117,0.034498597,0.215040799,0.683720468,0.033338019,0.395588235,0.347058824,0.056701031,0,1,0,0.545454545,0.1,1,0,0,0,0.4,0.1,0.1,0.1,2100
731,10,1036,0.429549902,0.999999999,0.560357674,21,21,20,0,4.727799228,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3168.6,1,0,0,0,0,0,0,0,0.022222534,0.154397951,0.022222674,0.022224455,0.778932387,0.524163337,0.289358662,0.078185328,0.013513514,0.852631579,0.147368421,0.418579846,0.0625,1,-0.214880952,-0.5,-0.05,0,0,0.5,0,1100
731,6,174,0.691860461,0.99999999,0.902912613,0,0,1,0,4.798850575,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025000339,0.025163038,0.025000395,0.025000076,0.899836153,0.588636364,0.159090909,0.017241379,0,1,0,0.412121212,0.136363636,0.6,0,0,0,0,0,0.5,0,401
731,14,1237,0.423770491,0.999999999,0.570351758,24,24,42,0,4.70331447,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,2758.708333,1,0,0,0,0,0,0,0,0.028571954,0.028792997,0.028572003,0.028571579,0.885491467,0.507184718,0.261628686,0.063864188,0.011317704,0.849462366,0.150537634,0.403363746,0.1,1,-0.214880952,-0.5,-0.05,0,0,0.5,0,4200
731,10,1081,0.428037383,0.999999999,0.560693641,19,19,20,0,4.652173913,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.020000726,0.372124748,0.020000632,0.020000326,0.567873568,0.536793474,0.269287144,0.07493062,0.017576318,0.81,0.19,0.423737908,0.05,1,-0.269736842,-0.5,-0.05,0.7,-0.05,0.2,0.05,1200
731,9,1022,0.427427427,0.999999998,0.549999999,20,20,20,0,4.746575342,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.025000967,0.332002788,0.025000827,0.0250004,0.592995017,0.510508122,0.284727401,0.077299413,0.011741683,0.868131868,0.131868132,0.419440517,0.1,1,-0.222916667,-0.5,-0.05,0,0,0.5,0,1500
731,10,142,0.654676254,0.999999987,0.792207782,2,1,1,0,4.274647887,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.440711326,0.04000262,0.239288686,0.239990548,0.040006819,0.442857143,0.114285714,0.021126761,0.007042254,0.75,0.25,0.366666667,0.2,0.5,-0.3,-0.3,-0.3,0,0,0.5,0,575
731,10,1190,0.408703071,0.999999999,0.561475409,25,24,20,0,4.620168067,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.025049714,0.159500187,0.025015098,0.025013837,0.765421165,0.506584209,0.24357617,0.063865546,0.01512605,0.808510638,0.191489362,0.403010936,0.033333333,1,-0.236111111,-0.5,-0.05,0,0,0.5,0,507
731,12,161,0.668831164,0.99999999,0.752380945,5,4,0,6,4.453416149,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,638,29200,8260.75,1,0,0,0,0,0,0,0,0.125774614,0.02030427,0.020007066,0.8139089,0.02000515,0.57238292,0.166184573,0.049689441,0.01863354,0.727272727,0.272727273,0.427462121,0.1,0.85,-0.363888889,-0.8,-0.125,0.583333333,0.25,0.083333333,0.25,1200
731,11,1108,0.408592321,0.999999999,0.537588652,21,21,20,0,4.65433213,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3233.6,1,0,0,0,0,0,0,0,0.022488465,0.253732474,0.022224057,0.139704606,0.561850399,0.499397646,0.259654143,0.07400722,0.013537906,0.845360825,0.154639175,0.39068525,0.1,1,-0.205740741,-0.5,-0.05,0,0,0.5,0,695
731,11,1089,0.418691588,0.999999999,0.553468207,20,20,20,0,4.694214876,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3083.6,1,0,0,0,0,0,0,0,0.02504673,0.158796822,0.025000654,0.025008253,0.766147541,0.49594468,0.266534091,0.072543618,0.012855831,0.849462366,0.150537634,0.40410817,0.1,1,-0.231547619,-0.5,-0.05,0,0,0.5,0,1200
731,11,214,0.64454976,0.999999992,0.751937979,2,1,0,1,4.654205607,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.159890041,0.236772187,0.020047163,0.020455825,0.562834785,0.423076923,0.057692308,0.028037383,0.014018692,0.666666667,0.333333333,0.258333333,0.1,0.5,-0.4,-0.4,-0.4,0.85,-0.4,0.35,0.4,4900
731,9,944,0.433011789,0.999999998,0.565789473,21,21,20,0,4.706567797,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.025000899,0.47968521,0.025001029,0.025000599,0.445312263,0.52090368,0.279677056,0.082627119,0.018008475,0.821052632,0.178947368,0.413517594,0.05,1,-0.204901961,-0.5,-0.05,0.642857143,0.214285714,0.142857143,0.214285714,382
731,9,1030,0.422244094,0.999999998,0.563076922,21,21,20,0,4.700970874,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3078.6,1,0,0,0,0,0,0,0,0.022222915,0.416333775,0.02222296,0.022222725,0.516997624,0.505898268,0.266416747,0.076699029,0.017475728,0.81443299,0.18556701,0.426237602,0.1,1,-0.231547619,-0.7,-0.05,0,0,0.5,0,400
731,11,454,0.566079294,0.999999996,0.754512633,5,3,1,0,4.885462555,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.200337032,0.339893457,0.033338115,0.393096942,0.033334454,0.46735322,0.125507305,0.044052863,0.013215859,0.769230769,0.230769231,0.362954545,0.1,1,-0.21547619,-0.5,-0.1,0.427272727,0.168181818,0.072727273,0.168181818,4600
731,9,1115,0.424131627,0.999999999,0.564539006,21,21,20,0,4.631390135,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3428.6,1,0,0,0,0,0,0,0,0.02500086,0.32701706,0.025000805,0.025000502,0.597980773,0.506520305,0.279769395,0.071748879,0.013452915,0.842105263,0.157894737,0.417055465,0.1,1,-0.212354497,-0.5,-0.05,0.333333333,0.25,0.166666667,0.25,2400
731,10,555,0.535390199,0.999999997,0.708823527,7,6,1,0,5.147747748,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1900,1900,1900,1,0,0,0,0,0,0,0,0.020010737,0.020317139,0.117254882,0.020006967,0.822410276,0.425089368,0.128515266,0.03963964,0.012612613,0.75862069,0.24137931,0.337964876,0.05,0.7,-0.225793651,-0.4,-0.125,0.5,-0.1,0,0.1,1600
731,9,474,0.608602149,0.999999996,0.80215827,11,0,1,0,4.759493671,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028575289,0.199626192,0.028615394,0.71461079,0.028572335,0.54257986,0.12237013,0.063291139,0.025316456,0.714285714,0.285714286,0.35726912,0.05,0.6,-0.338888889,-1,-0.05,0.65,-0.5,0.15,0.5,1100
731,8,130,0.82170542,0.999999987,0.92207791,7,4,0,0,4.546153846,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1300,1300,1300,1,0,0,0,0,0,0,0,0.022265133,0.022445783,0.022275958,0.251465283,0.681547843,0.381986532,0.152188552,0.038461538,0.007692308,0.833333333,0.166666667,0.353939394,0.033333333,0.7,-0.4,-0.4,-0.4,0.25,0.2,0.25,0.2,1300
731,12,444,0.60091743,0.999999997,0.755102038,9,8,23,0,4.810810811,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,585,1600,997.3333333,1,0,0,0,0,0,0,0,0.172244866,0.625861061,0.020000311,0.020571958,0.161321804,0.46213761,0.193188377,0.051801802,0,1,0,0.31289761,0.1,0.7,0,0,0,0.454545455,0.136363636,0.045454545,0.136363636,819
731,9,280,0.576642334,0.999999994,0.685082869,5,5,10,1,4.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1200,8700,3733.333333,1,0,0,0,0,0,0,0,0.033333623,0.244221673,0.033334002,0.033333516,0.655777186,0.490943267,0.143688767,0.05,0.010714286,0.823529412,0.176470588,0.257251082,0.1,0.5,-0.29047619,-0.4,-0.071428571,0.5,0.136363636,0,0.136363636,585
731,13,1024,0.428007889,0.999999998,0.557750759,19,19,19,0,4.778320313,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02001597,0.121858022,0.020006236,0.020001388,0.818118384,0.535241458,0.290063884,0.08203125,0.014648438,0.848484848,0.151515152,0.410137858,0.1,1,-0.219444444,-0.5,-0.05,0,0,0.5,0,536
731,12,238,0.621276593,0.999999992,0.823076917,3,1,1,0,4.256302521,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.022222472,0.417733875,0.022222692,0.02222239,0.515598571,0.455703463,0.189318182,0.054621849,0,1,0,0.291258741,0.1,0.6,0,0,0,0,0,0.5,0,834
731,9,1070,0.421550094,0.999999999,0.55122655,22,20,20,0,4.655140187,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.028577258,0.386917807,0.02857541,0.028575263,0.527354262,0.513514364,0.270670602,0.075700935,0.012149533,0.861702128,0.138297872,0.412062958,0.1,1,-0.215384615,-0.5,-0.05,0.333333333,0.25,0.166666667,0.25,645
